State,Last_Update,Confirmed
Oregon,2020-08-11,21488
Pennsylvania,2020-08-11,124221
Puerto Rico,2020-08-11,22821
Rhode Island,2020-08-11,19934
South Carolina,2020-08-11,101159
South Dakota,2020-08-11,9663
Tennessee,2020-08-11,123914
Texas,2020-08-11,511824
Utah,2020-08-11,44390
Vermont,2020-08-11,1462
Virgin Islands,2020-08-11,547
Virginia,2020-08-11,100749
Washington,2020-08-11,63647
West Virginia,2020-08-11,7757
Wisconsin,2020-08-11,61061
Wyoming,2020-08-11,3042
Province_State,Last_Update,Confirmed
Alabama,2020-08-12,103485
Alaska,2020-08-12,3819
American Samoa,2020-08-12,0
Arizona,2020-08-12,188737
Arkansas,2020-08-12,50411
California,2020-08-12,578946
Colorado,2020-08-12,51441
Connecticut,2020-08-12,50684
Delaware,2020-08-12,15699
Diamond Princess,2020-08-12,49
District of Columbia,2020-08-12,12896
Florida,2020-08-12,542792
Georgia,2020-08-12,222588
Grand Princess,2020-08-12,103
Guam,2020-08-12,449
Hawaii,2020-08-12,3756
Idaho,2020-08-12,25598
Illinois,2020-08-12,198248
Indiana,2020-08-12,75862
Iowa,2020-08-12,49521
Kansas,2020-08-12,31468
Kentucky,2020-08-12,35793
Louisiana,2020-08-12,133125
Maine,2020-08-12,4052
Maryland,2020-08-12,96843
Massachusetts,2020-08-12,121707
Michigan,2020-08-12,98213
Minnesota,2020-08-12,61839
Mississippi,2020-08-12,68293
Missouri,2020-08-12,61440
Montana,2020-08-12,5104
Nebraska,2020-08-12,29030
Nevada,2020-08-12,57520
New Hampshire,2020-08-12,6861
New Jersey,2020-08-12,185475
New Mexico,2020-08-12,22643
New York,2020-08-12,422003
North Carolina,2020-08-12,138743
North Dakota,2020-08-12,7885
Northern Mariana Islands,2020-08-12,49
Ohio,2020-08-12,102826
Oklahoma,2020-08-12,44728
Oregon,2020-08-12,21774
Pennsylvania,2020-08-12,125016
Puerto Rico,2020-08-12,23403
Rhode Island,2020-08-12,20053
South Carolina,2020-08-12,102130
South Dakota,2020-08-12,9713
Tennessee,2020-08-12,124915
Texas,2020-08-12,519973
Utah,2020-08-12,44752
Vermont,2020-08-12,1472
Virgin Islands,2020-08-12,576
Virginia,2020-08-12,101745
Washington,2020-08-12,64151
West Virginia,2020-08-12,7879
Wisconsin,2020-08-12,61785
Wyoming,2020-08-12,3073
Province_State,Last_Update,Confirmed
Alabama,2020-08-13,104219
Alaska,2020-08-13,3879
American Samoa,2020-08-13,0
Arizona,2020-08-13,189443
Arkansas,2020-08-13,51096
California,2020-08-13,591376
Colorado,2020-08-13,51756
Connecticut,2020-08-13,50706
Delaware,2020-08-13,15765
Diamond Princess,2020-08-13,49
District of Columbia,2020-08-13,12959
Florida,2020-08-13,550901
Georgia,2020-08-13,226153
Grand Princess,2020-08-13,103
Guam,2020-08-13,449
Hawaii,2020-08-13,3958
Idaho,2020-08-13,26134
Illinois,2020-08-13,199893
Indiana,2020-08-13,76522
Iowa,2020-08-13,49973
Kansas,2020-08-13,32097
Kentucky,2020-08-13,36945
Louisiana,2020-08-13,134304
Maine,2020-08-13,4070
Maryland,2020-08-13,97384
Massachusetts,2020-08-13,122000
Michigan,2020-08-13,98689
Minnesota,2020-08-13,62303
Mississippi,2020-08-13,69374
Missouri,2020-08-13,62956
Montana,2020-08-13,5268
Nebraska,2020-08-13,29244
Nevada,2020-08-13,58048
New Hampshire,2020-08-13,6887
New Jersey,2020-08-13,185938
New Mexico,2020-08-13,22816
New York,2020-08-13,422703
North Carolina,2020-08-13,139739
North Dakota,2020-08-13,7970
Northern Mariana Islands,2020-08-13,49
Ohio,2020-08-13,104248
Oklahoma,2020-08-13,45398
Oregon,2020-08-13,22022
Pennsylvania,2020-08-13,125918
Puerto Rico,2020-08-13,24074
Rhode Island,2020-08-13,20129
South Carolina,2020-08-13,102974
South Dakota,2020-08-13,9815
Tennessee,2020-08-13,126393
Texas,2020-08-13,526338
Utah,2020-08-13,45090
Vermont,2020-08-13,1478
Virgin Islands,2020-08-13,639
Virginia,2020-08-13,102521
Washington,2020-08-13,64702
West Virginia,2020-08-13,8018
Wisconsin,2020-08-13,62263
Wyoming,2020-08-13,3086
Province_State,Last_Update,Confirmed
Alabama,2020-08-14,104976
Alaska,2020-08-14,3963
American Samoa,2020-08-14,0
Arizona,2020-08-14,190794
Arkansas,2020-08-14,51766
California,2020-08-14,597984
Colorado,2020-08-14,52219
Connecticut,2020-08-14,50782
Delaware,2020-08-14,15967
Diamond Princess,2020-08-14,49
District of Columbia,2020-08-14,13024
Florida,2020-08-14,557137
Georgia,2020-08-14,228668
Grand Princess,2020-08-14,103
Guam,2020-08-14,477
Hawaii,2020-08-14,4312
Idaho,2020-08-14,26629
Illinois,2020-08-14,201727
Indiana,2020-08-14,77565
Iowa,2020-08-14,50373
Kansas,2020-08-14,32484
Kentucky,2020-08-14,37686
Louisiana,2020-08-14,135439
Maine,2020-08-14,4089
Maryland,2020-08-14,98160
Massachusetts,2020-08-14,122423
Michigan,2020-08-14,99856
Minnesota,2020-08-14,62993
Mississippi,2020-08-14,69986
Missouri,2020-08-14,64429
Montana,2020-08-14,5407
Nebraska,2020-08-14,29660
Nevada,2020-08-14,58650
New Hampshire,2020-08-14,6921
New Jersey,2020-08-14,186594
New Mexico,2020-08-14,22987
New York,2020-08-14,423440
North Carolina,2020-08-14,140824
North Dakota,2020-08-14,8171
Northern Mariana Islands,2020-08-14,49
Ohio,2020-08-14,105426
Oklahoma,2020-08-14,46103
Oregon,2020-08-14,22300
Pennsylvania,2020-08-14,126905
Puerto Rico,2020-08-14,24446
Rhode Island,2020-08-14,20240
South Carolina,2020-08-14,103909
South Dakota,2020-08-14,9897
Tennessee,2020-08-14,128511
Texas,2020-08-14,533327
Utah,2020-08-14,45424
Vermont,2020-08-14,1484
Virgin Islands,2020-08-14,682
Virginia,2020-08-14,103622
Washington,2020-08-14,65339
West Virginia,2020-08-14,8163
Wisconsin,2020-08-14,63206
Wyoming,2020-08-14,3119
Province_State,Last_Update,Confirmed
Alabama,2020-08-15,106096
Alaska,2020-08-15,4073
American Samoa,2020-08-15,0
Arizona,2020-08-15,191721
Arkansas,2020-08-15,52392
California,2020-08-15,613101
Colorado,2020-08-15,52538
Connecticut,2020-08-15,50897
Delaware,2020-08-15,16340
Diamond Princess,2020-08-15,49
District of Columbia,2020-08-15,13118
Florida,2020-08-15,563285
Georgia,2020-08-15,231895
Grand Princess,2020-08-15,103
Guam,2020-08-15,502
Hawaii,2020-08-15,4543
Idaho,2020-08-15,27171
Illinois,2020-08-15,204023
Indiana,2020-08-15,78632
Iowa,2020-08-15,51247
Kansas,2020-08-15,33030
Kentucky,2020-08-15,38298
Louisiana,2020-08-15,136737
Maine,2020-08-15,4116
Maryland,2020-08-15,98875
Massachusetts,2020-08-15,122728
Michigan,2020-08-15,100724
Minnesota,2020-08-15,63723
Mississippi,2020-08-15,70930
Missouri,2020-08-15,65793
Montana,2020-08-15,5541
Nebraska,2020-08-15,29988
Nevada,2020-08-15,59749
New Hampshire,2020-08-15,6964
New Jersey,2020-08-15,187164
New Mexico,2020-08-15,23160
New York,2020-08-15,424167
North Carolina,2020-08-15,142170
North Dakota,2020-08-15,8322
Northern Mariana Islands,2020-08-15,50
Ohio,2020-08-15,106557
Oklahoma,2020-08-15,46897
Oregon,2020-08-15,22613
Pennsylvania,2020-08-15,127732
Puerto Rico,2020-08-15,25128
Rhode Island,2020-08-15,20335
South Carolina,2020-08-15,104841
South Dakota,2020-08-15,10024
Tennessee,2020-08-15,130458
Texas,2020-08-15,542179
Utah,2020-08-15,45976
Vermont,2020-08-15,1501
Virgin Islands,2020-08-15,704
Virginia,2020-08-15,104838
Washington,2020-08-15,66139
West Virginia,2020-08-15,8277
Wisconsin,2020-08-15,64227
Wyoming,2020-08-15,3183
Province_State,Last_Update,Confirmed
Alabama,2020-08-16,106926
Alaska,2020-08-16,4156
American Samoa,2020-08-16,0
Arizona,2020-08-16,192654
Arkansas,2020-08-16,51992
California,2020-08-16,617994
Colorado,2020-08-16,52838
Connecticut,2020-08-16,50897
Delaware,2020-08-16,16396
Diamond Princess,2020-08-16,49
District of Columbia,2020-08-16,13159
Florida,2020-08-16,569637
Georgia,2020-08-16,235168
Grand Princess,2020-08-16,103
Guam,2020-08-16,502
Hawaii,2020-08-16,4825
Idaho,2020-08-16,27475
Illinois,2020-08-16,205851
Indiana,2020-08-16,79676
Iowa,2020-08-16,52065
Kansas,2020-08-16,33885
Kentucky,2020-08-16,38930
Louisiana,2020-08-16,136737
Maine,2020-08-16,4144
Maryland,2020-08-16,99693
Massachusetts,2020-08-16,123199
Michigan,2020-08-16,101782
Minnesota,2020-08-16,64413
Mississippi,2020-08-16,71755
Missouri,2020-08-16,67004
Montana,2020-08-16,5659
Nebraska,2020-08-16,30241
Nevada,2020-08-16,60608
New Hampshire,2020-08-16,6980
New Jersey,2020-08-16,187442
New Mexico,2020-08-16,23302
New York,2020-08-16,424901
North Carolina,2020-08-16,143704
North Dakota,2020-08-16,8444
Northern Mariana Islands,2020-08-16,50
Ohio,2020-08-16,107674
Oklahoma,2020-08-16,47798
Oregon,2020-08-16,23018
Pennsylvania,2020-08-16,128531
Puerto Rico,2020-08-16,25695
Rhode Island,2020-08-16,20335
South Carolina,2020-08-16,105882
South Dakota,2020-08-16,10118
Tennessee,2020-08-16,131747
Texas,2020-08-16,549068
Utah,2020-08-16,46321
Vermont,2020-08-16,1509
Virgin Islands,2020-08-16,734
Virginia,2020-08-16,105750
Washington,2020-08-16,66885
West Virginia,2020-08-16,8462
Wisconsin,2020-08-16,65056
Wyoming,2020-08-16,3227
Province_State,Last_Update,Confirmed
Alabama,2020-08-17,107667
Alaska,2020-08-17,4259
American Samoa,2020-08-17,0
Arizona,2020-08-17,193537
Arkansas,2020-08-17,52665
California,2020-08-17,623873
Colorado,2020-08-17,53176
Connecticut,2020-08-17,50897
Delaware,2020-08-17,16451
Diamond Princess,2020-08-17,49
District of Columbia,2020-08-17,13220
Florida,2020-08-17,573416
Georgia,2020-08-17,237030
Grand Princess,2020-08-17,103
Guam,2020-08-17,502
Hawaii,2020-08-17,5042
Idaho,2020-08-17,27656
Illinois,2020-08-17,207412
Indiana,2020-08-17,80415
Iowa,2020-08-17,52447
Kansas,2020-08-17,33885
Kentucky,2020-08-17,38930
Louisiana,2020-08-17,137918
Maine,2020-08-17,4168
Maryland,2020-08-17,100212
Massachusetts,2020-08-17,123593
Michigan,2020-08-17,102259
Minnesota,2020-08-17,65152
Mississippi,2020-08-17,72136
Missouri,2020-08-17,68196
Montana,2020-08-17,5750
Nebraska,2020-08-17,30372
Nevada,2020-08-17,61305
New Hampshire,2020-08-17,6988
New Jersey,2020-08-17,187455
New Mexico,2020-08-17,23408
New York,2020-08-17,425508
North Carolina,2020-08-17,144952
North Dakota,2020-08-17,8587
Northern Mariana Islands,2020-08-17,50
Ohio,2020-08-17,108287
Oklahoma,2020-08-17,48342
Oregon,2020-08-17,23262
Pennsylvania,2020-08-17,129070
Puerto Rico,2020-08-17,26006
Rhode Island,2020-08-17,20335
South Carolina,2020-08-17,106497
South Dakota,2020-08-17,10274
Tennessee,2020-08-17,133708
Texas,2020-08-17,557910
Utah,2020-08-17,46652
Vermont,2020-08-17,1515
Virgin Islands,2020-08-17,741
Virginia,2020-08-17,106687
Washington,2020-08-17,67461
West Virginia,2020-08-17,8567
Wisconsin,2020-08-17,65741
Wyoming,2020-08-17,3286
Province_State,Last_Update,Confirmed
Alabama,2020-08-18,109092
Alaska,2020-08-18,4309
American Samoa,2020-08-18,0
Arizona,2020-08-18,194005
Arkansas,2020-08-18,53077
California,2020-08-18,629415
Colorado,2020-08-18,53370
Connecticut,2020-08-18,51267
Delaware,2020-08-18,16536
Diamond Princess,2020-08-18,49
District of Columbia,2020-08-18,13273
Florida,2020-08-18,576094
Georgia,2020-08-18,238861
Grand Princess,2020-08-18,103
Guam,2020-08-18,577
Hawaii,2020-08-18,5215
Idaho,2020-08-18,27937
Illinois,2020-08-18,209185
Indiana,2020-08-18,81006
Iowa,2020-08-18,52829
Kansas,2020-08-18,34614
Kentucky,2020-08-18,39691
Louisiana,2020-08-18,138485
Maine,2020-08-18,4197
Maryland,2020-08-18,100715
Massachusetts,2020-08-18,123841
Michigan,2020-08-18,102749
Minnesota,2020-08-18,65716
Mississippi,2020-08-18,72412
Missouri,2020-08-18,69225
Montana,2020-08-18,5792
Nebraska,2020-08-18,30563
Nevada,2020-08-18,61967
New Hampshire,2020-08-18,7004
New Jersey,2020-08-18,187767
New Mexico,2020-08-18,23500
New York,2020-08-18,425916
North Carolina,2020-08-18,145516
North Dakota,2020-08-18,8647
Northern Mariana Islands,2020-08-18,54
Ohio,2020-08-18,109062
Oklahoma,2020-08-18,48711
Oregon,2020-08-18,23451
Pennsylvania,2020-08-18,129647
Puerto Rico,2020-08-18,26760
Rhode Island,2020-08-18,20572
South Carolina,2020-08-18,106953
South Dakota,2020-08-18,10360
Tennessee,2020-08-18,134744
Texas,2020-08-18,563630
Utah,2020-08-18,46894
Vermont,2020-08-18,1527
Virgin Islands,2020-08-18,760
Virginia,2020-08-18,107421
Washington,2020-08-18,67721
West Virginia,2020-08-18,8641
Wisconsin,2020-08-18,66196
Wyoming,2020-08-18,3331
Province_State,Last_Update,Confirmed
Alabama,2020-08-19,110415
Alaska,2020-08-19,4371
American Samoa,2020-08-19,0
Arizona,2020-08-19,194920
Arkansas,2020-08-19,53487
California,2020-08-19,638140
Colorado,2020-08-19,53631
Connecticut,2020-08-19,51255
Delaware,2020-08-19,16593
Diamond Princess,2020-08-19,49
District of Columbia,2020-08-19,13325
Florida,2020-08-19,579932
Georgia,2020-08-19,241677
Grand Princess,2020-08-19,103
Guam,2020-08-19,599
Hawaii,2020-08-19,5349
Idaho,2020-08-19,28321
Illinois,2020-08-19,210924
Indiana,2020-08-19,81847
Iowa,2020-08-19,53201
Kansas,2020-08-19,34874
Kentucky,2020-08-19,40299
Louisiana,2020-08-19,139125
Maine,2020-08-19,4213
Maryland,2020-08-19,101235
Massachusetts,2020-08-19,124063
Michigan,2020-08-19,103402
Minnesota,2020-08-19,66092
Mississippi,2020-08-19,73207
Missouri,2020-08-19,70055
Montana,2020-08-19,5846
Nebraska,2020-08-19,30825
Nevada,2020-08-19,62639
New Hampshire,2020-08-19,7017
New Jersey,2020-08-19,188098
New Mexico,2020-08-19,23579
New York,2020-08-19,426571
North Carolina,2020-08-19,146779
North Dakota,2020-08-19,8782
Northern Mariana Islands,2020-08-19,54
Ohio,2020-08-19,109910
Oklahoma,2020-08-19,49312
Oregon,2020-08-19,23676
Pennsylvania,2020-08-19,130247
Puerto Rico,2020-08-19,27713
Rhode Island,2020-08-19,20692
South Carolina,2020-08-19,107672
South Dakota,2020-08-19,10441
Tennessee,2020-08-19,135770
Texas,2020-08-19,571339
Utah,2020-08-19,47157
Vermont,2020-08-19,1530
Virgin Islands,2020-08-19,796
Virginia,2020-08-19,108282
Washington,2020-08-19,68263
West Virginia,2020-08-19,8738
Wisconsin,2020-08-19,66196
Wyoming,2020-08-19,3360
Province_State,Last_Update,Confirmed
Alabama,2020-08-20,111696
Alaska,2020-08-20,4438
American Samoa,2020-08-20,0
Arizona,2020-08-20,195557
Arkansas,2020-08-20,54216
California,2020-08-20,647274
Colorado,2020-08-20,53901
Connecticut,2020-08-20,51314
Delaware,2020-08-20,16643
Diamond Princess,2020-08-20,49
District of Columbia,2020-08-20,13354
Florida,2020-08-20,584047
Georgia,2020-08-20,243982
Grand Princess,2020-08-20,103
Guam,2020-08-20,599
Hawaii,2020-08-20,5609
Idaho,2020-08-20,28680
Illinois,2020-08-20,213220
Indiana,2020-08-20,82336
Iowa,2020-08-20,53523
Kansas,2020-08-20,35419
Kentucky,2020-08-20,40926
Louisiana,2020-08-20,139903
Maine,2020-08-20,4235
Maryland,2020-08-20,101649
Massachusetts,2020-08-20,124415
Michigan,2020-08-20,104091
Minnesota,2020-08-20,66618
Mississippi,2020-08-20,74555
Missouri,2020-08-20,71285
Montana,2020-08-20,5956
Nebraska,2020-08-20,31040
Nevada,2020-08-20,63028
New Hampshire,2020-08-20,7036
New Jersey,2020-08-20,188427
New Mexico,2020-08-20,23749
New York,2020-08-20,427202
North Carolina,2020-08-20,147925
North Dakota,2020-08-20,8968
Northern Mariana Islands,2020-08-20,54
Ohio,2020-08-20,110881
Oklahoma,2020-08-20,49923
Oregon,2020-08-20,23870
Pennsylvania,2020-08-20,130905
Puerto Rico,2020-08-20,27934
Rhode Island,2020-08-20,20795
South Carolina,2020-08-20,108411
South Dakota,2020-08-20,10566
Tennessee,2020-08-20,137800
Texas,2020-08-20,577164
Utah,2020-08-20,47521
Vermont,2020-08-20,1533
Virgin Islands,2020-08-20,828
Virginia,2020-08-20,109019
Washington,2020-08-20,68689
West Virginia,2020-08-20,8807
Wisconsin,2020-08-20,67493
Wyoming,2020-08-20,3431
Province_State,Last_Update,Confirmed
Alabama,2020-08-21,112737
Alaska,2020-08-21,4520
American Samoa,2020-08-21,0
Arizona,2020-08-21,196280
Arkansas,2020-08-21,54765
California,2020-08-21,652267
Colorado,2020-08-21,54230
Connecticut,2020-08-21,51432
Delaware,2020-08-21,16718
Diamond Princess,2020-08-21,49
District of Columbia,2020-08-21,13409
Florida,2020-08-21,588602
Georgia,2020-08-21,246741
Grand Princess,2020-08-21,103
Guam,2020-08-21,704
Hawaii,2020-08-21,5844
Idaho,2020-08-21,29110
Illinois,2020-08-21,215052
Indiana,2020-08-21,83277
Iowa,2020-08-21,54533
Kansas,2020-08-21,35907
Kentucky,2020-08-21,41626
Louisiana,2020-08-21,140821
Maine,2020-08-21,4253
Maryland,2020-08-21,102229
Massachusetts,2020-08-21,124728
Michigan,2020-08-21,104618
Minnesota,2020-08-21,67308
Mississippi,2020-08-21,75449
Missouri,2020-08-21,72353
Montana,2020-08-21,6072
Nebraska,2020-08-21,31348
Nevada,2020-08-21,63584
New Hampshire,2020-08-21,7050
New Jersey,2020-08-21,188527
New Mexico,2020-08-21,23951
New York,2020-08-21,427803
North Carolina,2020-08-21,149904
North Dakota,2020-08-21,9242
Northern Mariana Islands,2020-08-21,54
Ohio,2020-08-21,112003
Oklahoma,2020-08-21,50669
Oregon,2020-08-21,24165
Pennsylvania,2020-08-21,131692
Puerto Rico,2020-08-21,28143
Rhode Island,2020-08-21,20871
South Carolina,2020-08-21,109320
South Dakota,2020-08-21,10691
Tennessee,2020-08-21,139175
Texas,2020-08-21,582464
Utah,2020-08-21,47982
Vermont,2020-08-21,1537
Virgin Islands,2020-08-21,869
Virginia,2020-08-21,109879
Washington,2020-08-21,69389
West Virginia,2020-08-21,8987
Wisconsin,2020-08-21,68233
Wyoming,2020-08-21,3457
Province_State,Last_Update,Confirmed
Alabama,2020-08-22,114212
Alaska,2020-08-22,4588
American Samoa,2020-08-22,0
Arizona,2020-08-22,196899
Arkansas,2020-08-22,55652
California,2020-08-22,658900
Colorado,2020-08-22,54230
Connecticut,2020-08-22,51519
Delaware,2020-08-22,16770
Diamond Princess,2020-08-22,49
District of Columbia,2020-08-22,13469
Florida,2020-08-22,593286
Georgia,2020-08-22,249630
Grand Princess,2020-08-22,103
Guam,2020-08-22,767
Hawaii,2020-08-22,6072
Idaho,2020-08-22,29364
Illinois,2020-08-22,217345
Indiana,2020-08-22,84317
Iowa,2020-08-22,55331
Kansas,2020-08-22,36895
Kentucky,2020-08-22,42265
Louisiana,2020-08-22,141720
Maine,2020-08-22,4286
Maryland,2020-08-22,102899
Massachusetts,2020-08-22,125216
Michigan,2020-08-22,104618
Minnesota,2020-08-22,68133
Mississippi,2020-08-22,76323
Missouri,2020-08-22,73623
Montana,2020-08-22,6216
Nebraska,2020-08-22,31626
Nevada,2020-08-22,64433
New Hampshire,2020-08-22,7071
New Jersey,2020-08-22,188817
New Mexico,2020-08-22,24095
New York,2020-08-22,428512
North Carolina,2020-08-22,151910
North Dakota,2020-08-22,9474
Northern Mariana Islands,2020-08-22,54
Ohio,2020-08-22,113046
Oklahoma,2020-08-22,51746
Oregon,2020-08-22,24421
Pennsylvania,2020-08-22,132417
Puerto Rico,2020-08-22,28846
Rhode Island,2020-08-22,21022
South Carolina,2020-08-22,110378
South Dakota,2020-08-22,10884
Tennessee,2020-08-22,140844
Texas,2020-08-22,588207
Utah,2020-08-22,48445
Vermont,2020-08-22,1541
Virgin Islands,2020-08-22,932
Virginia,2020-08-22,110857
Washington,2020-08-22,69779
West Virginia,2020-08-22,9077
Wisconsin,2020-08-22,69059
Wyoming,2020-08-22,3524
Province_State,Last_Update,Confirmed
Alabama,2020-08-23,114809
Alaska,2020-08-23,4677
American Samoa,2020-08-23,0
Arizona,2020-08-23,197895
Arkansas,2020-08-23,56199
California,2020-08-23,664435
Colorado,2020-08-23,54883
Connecticut,2020-08-23,51519
Delaware,2020-08-23,16828
Diamond Princess,2020-08-23,49
District of Columbia,2020-08-23,13534
Florida,2020-08-23,597597
Georgia,2020-08-23,252222
Grand Princess,2020-08-23,103
Guam,2020-08-23,767
Hawaii,2020-08-23,6356
Idaho,2020-08-23,29659
Illinois,2020-08-23,219701
Indiana,2020-08-23,85317
Iowa,2020-08-23,55996
Kansas,2020-08-23,37388
Kentucky,2020-08-23,43066
Louisiana,2020-08-23,141720
Maine,2020-08-23,4318
Maryland,2020-08-23,103523
Massachusetts,2020-08-23,125360
Michigan,2020-08-23,106044
Minnesota,2020-08-23,68867
Mississippi,2020-08-23,77268
Missouri,2020-08-23,74952
Montana,2020-08-23,6376
Nebraska,2020-08-23,31780
Nevada,2020-08-23,65069
New Hampshire,2020-08-23,7094
New Jersey,2020-08-23,189346
New Mexico,2020-08-23,24302
New York,2020-08-23,429165
North Carolina,2020-08-23,153640
North Dakota,2020-08-23,9736
Northern Mariana Islands,2020-08-23,54
Ohio,2020-08-23,114165
Oklahoma,2020-08-23,52599
Oregon,2020-08-23,24710
Pennsylvania,2020-08-23,133160
Puerto Rico,2020-08-23,29577
Rhode Island,2020-08-23,21022
South Carolina,2020-08-23,111295
South Dakota,2020-08-23,11135
Tennessee,2020-08-23,142083
Texas,2020-08-23,591926
Utah,2020-08-23,48814
Vermont,2020-08-23,1553
Virgin Islands,2020-08-23,932
Virginia,2020-08-23,112072
Washington,2020-08-23,70595
West Virginia,2020-08-23,9185
Wisconsin,2020-08-23,70009
Wyoming,2020-08-23,3543
Province_State,Last_Update,Confirmed
Alabama,2020-08-24,115485
Alaska,2020-08-24,4741
American Samoa,2020-08-24,0
Arizona,2020-08-24,198103
Arkansas,2020-08-24,56574
California,2020-08-24,669280
Colorado,2020-08-24,55143
Connecticut,2020-08-24,51519
Delaware,2020-08-24,16895
Diamond Princess,2020-08-24,49
District of Columbia,2020-08-24,13534
Florida,2020-08-24,600571
Georgia,2020-08-24,253949
Grand Princess,2020-08-24,103
Guam,2020-08-24,767
Hawaii,2020-08-24,6600
Idaho,2020-08-24,29845
Illinois,2020-08-24,221594
Indiana,2020-08-24,85932
Iowa,2020-08-24,56446
Kansas,2020-08-24,37658
Kentucky,2020-08-24,43066
Louisiana,2020-08-24,142943
Maine,2020-08-24,4336
Maryland,2020-08-24,104102
Massachusetts,2020-08-24,125360
Michigan,2020-08-24,106808
Minnesota,2020-08-24,69584
Mississippi,2020-08-24,77894
Missouri,2020-08-24,75783
Montana,2020-08-24,6429
Nebraska,2020-08-24,31889
Nevada,2020-08-24,65601
New Hampshire,2020-08-24,7107
New Jersey,2020-08-24,189494
New Mexico,2020-08-24,24396
New York,2020-08-24,429737
North Carolina,2020-08-24,155113
North Dakota,2020-08-24,9876
Northern Mariana Islands,2020-08-24,54
Ohio,2020-08-24,114802
Oklahoma,2020-08-24,53165
Oregon,2020-08-24,24937
Pennsylvania,2020-08-24,133679
Puerto Rico,2020-08-24,29896
Rhode Island,2020-08-24,21022
South Carolina,2020-08-24,111988
South Dakota,2020-08-24,11276
Tennessee,2020-08-24,143937
Texas,2020-08-24,596748
Utah,2020-08-24,49115
Vermont,2020-08-24,1557
Virgin Islands,2020-08-24,932
Virginia,2020-08-24,112960
Washington,2020-08-24,71012
West Virginia,2020-08-24,9273
Wisconsin,2020-08-24,70462
Wyoming,2020-08-24,3578
Province_State,Last_Update,Confirmed
Alabama,2020-08-25,116045
Alaska,2020-08-25,4810
American Samoa,2020-08-25,0
Arizona,2020-08-25,198414
Arkansas,2020-08-25,56894
California,2020-08-25,675561
Colorado,2020-08-25,55341
Connecticut,2020-08-25,52011
Delaware,2020-08-25,16942
Diamond Princess,2020-08-25,49
District of Columbia,2020-08-25,13639
Florida,2020-08-25,602829
Georgia,2020-08-25,256253
Grand Princess,2020-08-25,103
Guam,2020-08-25,907
Hawaii,2020-08-25,6769
Idaho,2020-08-25,30057
Illinois,2020-08-25,223206
Indiana,2020-08-25,87592
Iowa,2020-08-25,56909
Kansas,2020-08-25,38546
Kentucky,2020-08-25,43898
Louisiana,2020-08-25,143566
Maine,2020-08-25,4357
Maryland,2020-08-25,104669
Massachusetts,2020-08-25,126022
Michigan,2020-08-25,107686
Minnesota,2020-08-25,70298
Mississippi,2020-08-25,78405
Missouri,2020-08-25,76597
Montana,2020-08-25,6489
Nebraska,2020-08-25,32047
Nevada,2020-08-25,66010
New Hampshire,2020-08-25,7140
New Jersey,2020-08-25,189719
New Mexico,2020-08-25,24542
New York,2020-08-25,430145
North Carolina,2020-08-25,156396
North Dakota,2020-08-25,10000
Northern Mariana Islands,2020-08-25,54
Ohio,2020-08-25,115651
Oklahoma,2020-08-25,53522
Oregon,2020-08-25,25155
Pennsylvania,2020-08-25,134204
Puerto Rico,2020-08-25,30618
Rhode Island,2020-08-25,21302
South Carolina,2020-08-25,112551
South Dakota,2020-08-25,11425
Tennessee,2020-08-25,144604
Texas,2020-08-25,601027
Utah,2020-08-25,49364
Vermont,2020-08-25,1566
Virgin Islands,2020-08-25,984
Virginia,2020-08-25,113623
Washington,2020-08-25,71371
West Virginia,2020-08-25,9315
Wisconsin,2020-08-25,70854
Wyoming,2020-08-25,3603
Province_State,Last_Update,Confirmed
Alabama,2020-08-26,118190
Alaska,2020-08-26,4843
American Samoa,2020-08-26,0
Arizona,2020-08-26,199273
Arkansas,2020-08-26,57374
California,2020-08-26,681032
Colorado,2020-08-26,55800
Connecticut,2020-08-26,52040
Delaware,2020-08-26,16962
Diamond Princess,2020-08-26,49
District of Columbia,2020-08-26,13684
Florida,2020-08-26,605502
Georgia,2020-08-26,258354
Grand Princess,2020-08-26,103
Guam,2020-08-26,984
Hawaii,2020-08-26,6984
Idaho,2020-08-26,30465
Illinois,2020-08-26,224887
Indiana,2020-08-26,88421
Iowa,2020-08-26,57606
Kansas,2020-08-26,38861
Kentucky,2020-08-26,44568
Louisiana,2020-08-26,144116
Maine,2020-08-26,4369
Maryland,2020-08-26,105046
Massachusetts,2020-08-26,126420
Michigan,2020-08-26,108637
Minnesota,2020-08-26,70707
Mississippi,2020-08-26,79206
Missouri,2020-08-26,77390
Montana,2020-08-26,6624
Nebraska,2020-08-26,32348
Nevada,2020-08-26,66413
New Hampshire,2020-08-26,7156
New Jersey,2020-08-26,190021
New Mexico,2020-08-26,24606
New York,2020-08-26,430774
North Carolina,2020-08-26,157741
North Dakota,2020-08-26,10229
Northern Mariana Islands,2020-08-26,54
Ohio,2020-08-26,116495
Oklahoma,2020-08-26,54172
Oregon,2020-08-26,25391
Pennsylvania,2020-08-26,134760
Puerto Rico,2020-08-26,30720
Rhode Island,2020-08-26,21372
South Carolina,2020-08-26,113488
South Dakota,2020-08-26,11505
Tennessee,2020-08-26,145417
Texas,2020-08-26,607069
Utah,2020-08-26,49767
Vermont,2020-08-26,1572
Virgin Islands,2020-08-26,998
Virginia,2020-08-26,114626
