State,Last_Update,Confirmed
Pennsylvania,2020-10-30,208087
Puerto Rico,2020-10-30,64798
Rhode Island,2020-10-30,32312
South Carolina,2020-10-30,174591
South Dakota,2020-10-30,43000
Tennessee,2020-10-30,256880
Texas,2020-10-30,927506
Utah,2020-10-30,110640
Vermont,2020-10-30,2141
Virgin Islands,2020-10-30,1353
Virginia,2020-10-30,178183
Washington,2020-10-30,105557
West Virginia,2020-10-30,23466
Wisconsin,2020-10-30,226704
Wyoming,2020-10-30,12507
Province_State,Last_Update,Confirmed
Alabama,2020-10-31,191932
Alaska,2020-10-31,15908
American Samoa,2020-10-31,0
Arizona,2020-10-31,244045
Arkansas,2020-10-31,110874
California,2020-10-31,928028
Colorado,2020-10-31,104426
Connecticut,2020-10-31,71207
Delaware,2020-10-31,24751
Diamond Princess,2020-10-31,49
District of Columbia,2020-10-31,17144
Florida,2020-10-31,800216
Georgia,2020-10-31,358225
Grand Princess,2020-10-31,103
Guam,2020-10-31,4628
Hawaii,2020-10-31,15003
Idaho,2020-10-31,63810
Illinois,2020-10-31,408648
Indiana,2020-10-31,175893
Iowa,2020-10-31,125722
Kansas,2020-10-31,86900
Kentucky,2020-10-31,105242
Louisiana,2020-10-31,182270
Maine,2020-10-31,6566
Maryland,2020-10-31,144314
Massachusetts,2020-10-31,157146
Michigan,2020-10-31,193388
Minnesota,2020-10-31,145465
Mississippi,2020-10-31,119336
Missouri,2020-10-31,183129
Montana,2020-10-31,31916
Nebraska,2020-10-31,69645
Nevada,2020-10-31,99784
New Hampshire,2020-10-31,10884
New Jersey,2020-10-31,236523
New Mexico,2020-10-31,45909
New York,2020-10-31,505431
North Carolina,2020-10-31,271830
North Dakota,2020-10-31,42483
Northern Mariana Islands,2020-10-31,92
Ohio,2020-10-31,212782
Oklahoma,2020-10-31,121495
Oregon,2020-10-31,44388
Pennsylvania,2020-10-31,210586
Puerto Rico,2020-10-31,65743
Rhode Island,2020-10-31,32874
South Carolina,2020-10-31,175594
South Dakota,2020-10-31,44559
Tennessee,2020-10-31,259488
Texas,2020-10-31,933479
Utah,2020-10-31,112932
Vermont,2020-10-31,2155
Virgin Islands,2020-10-31,1362
Virginia,2020-10-31,179639
Washington,2020-10-31,106573
West Virginia,2020-10-31,23992
Wisconsin,2020-10-31,232061
Wyoming,2020-10-31,13028
Province_State,Last_Update,Confirmed
Alabama,2020-11-01,193613
Alaska,2020-11-01,16355
American Samoa,2020-11-01,0
Arizona,2020-11-01,245946
Arkansas,2020-11-01,112190
California,2020-11-01,932143
Colorado,2020-11-01,107350
Connecticut,2020-11-01,71207
Delaware,2020-11-01,24951
Diamond Princess,2020-11-01,49
District of Columbia,2020-11-01,17266
Florida,2020-11-01,802547
Georgia,2020-11-01,360790
Grand Princess,2020-11-01,103
Guam,2020-11-01,4628
Hawaii,2020-11-01,15071
Idaho,2020-11-01,64608
Illinois,2020-11-01,416547
Indiana,2020-11-01,179358
Iowa,2020-11-01,128510
Kansas,2020-11-01,86943
Kentucky,2020-11-01,107219
Louisiana,2020-11-01,182270
Maine,2020-11-01,6662
Maryland,2020-11-01,145281
Massachusetts,2020-11-01,158576
Michigan,2020-11-01,197406
Minnesota,2020-11-01,148472
Mississippi,2020-11-01,120160
Missouri,2020-11-01,185992
Montana,2020-11-01,32801
Nebraska,2020-11-01,70732
Nevada,2020-11-01,100761
New Hampshire,2020-11-01,11084
New Jersey,2020-11-01,237886
New Mexico,2020-11-01,46490
New York,2020-11-01,507543
North Carolina,2020-11-01,274635
North Dakota,2020-11-01,43916
Northern Mariana Islands,2020-11-01,92
Ohio,2020-11-01,215697
Oklahoma,2020-11-01,122762
Oregon,2020-11-01,44921
Pennsylvania,2020-11-01,212791
Puerto Rico,2020-11-01,66128
Rhode Island,2020-11-01,32874
South Carolina,2020-11-01,176612
South Dakota,2020-11-01,45992
Tennessee,2020-11-01,260672
Texas,2020-11-01,941446
Utah,2020-11-01,114656
Vermont,2020-11-01,2179
Virgin Islands,2020-11-01,1376
Virginia,2020-11-01,181190
Washington,2020-11-01,107501
West Virginia,2020-11-01,24460
Wisconsin,2020-11-01,237869
Wyoming,2020-11-01,13298
Province_State,Last_Update,Confirmed
Alabama,2020-11-02,194458
Alaska,2020-11-02,16705
American Samoa,2020-11-02,0
Arizona,2020-11-02,247473
Arkansas,2020-11-02,113057
California,2020-11-02,935878
Colorado,2020-11-02,109910
Connecticut,2020-11-02,71207
Delaware,2020-11-02,25126
Diamond Princess,2020-11-02,49
District of Columbia,2020-11-02,17369
Florida,2020-11-02,807412
Georgia,2020-11-02,361982
Grand Princess,2020-11-02,103
Guam,2020-11-02,4628
Hawaii,2020-11-02,15154
Idaho,2020-11-02,65088
Illinois,2020-11-02,423527
Indiana,2020-11-02,182108
Iowa,2020-11-02,130974
Kansas,2020-11-02,90290
Kentucky,2020-11-02,108642
Louisiana,2020-11-02,183341
Maine,2020-11-02,6711
Maryland,2020-11-02,146145
Massachusetts,2020-11-02,159707
Michigan,2020-11-02,197406
Minnesota,2020-11-02,150672
Mississippi,2020-11-02,120500
Missouri,2020-11-02,188325
Montana,2020-11-02,33495
Nebraska,2020-11-02,71666
Nevada,2020-11-02,101477
New Hampshire,2020-11-02,11214
New Jersey,2020-11-02,239629
New Mexico,2020-11-02,47232
New York,2020-11-02,509735
North Carolina,2020-11-02,276692
North Dakota,2020-11-02,45043
Northern Mariana Islands,2020-11-02,96
Ohio,2020-11-02,219000
Oklahoma,2020-11-02,124111
Oregon,2020-11-02,45429
Pennsylvania,2020-11-02,214416
Puerto Rico,2020-11-02,66661
Rhode Island,2020-11-02,32874
South Carolina,2020-11-02,178023
South Dakota,2020-11-02,47324
Tennessee,2020-11-02,261426
Texas,2020-11-02,945959
Utah,2020-11-02,116510
Vermont,2020-11-02,2196
Virgin Islands,2020-11-02,1376
Virginia,2020-11-02,182392
Washington,2020-11-02,108315
West Virginia,2020-11-02,24883
Wisconsin,2020-11-02,241422
Wyoming,2020-11-02,13723
Province_State,Last_Update,Confirmed
Alabama,2020-11-03,195692
Alaska,2020-11-03,17057
American Samoa,2020-11-03,0
Arizona,2020-11-03,248139
Arkansas,2020-11-03,113641
California,2020-11-03,940411
Colorado,2020-11-03,112147
Connecticut,2020-11-03,73858
Delaware,2020-11-03,25311
Diamond Princess,2020-11-03,49
District of Columbia,2020-11-03,17438
Florida,2020-11-03,812063
Georgia,2020-11-03,362921
Grand Princess,2020-11-03,103
Guam,2020-11-03,4628
Hawaii,2020-11-03,15231
Idaho,2020-11-03,65845
Illinois,2020-11-03,429749
Indiana,2020-11-03,185185
Iowa,2020-11-03,132516
Kansas,2020-11-03,90738
Kentucky,2020-11-03,109670
Louisiana,2020-11-03,183616
Maine,2020-11-03,6798
Maryland,2020-11-03,146995
Massachusetts,2020-11-03,160549
Michigan,2020-11-03,204326
Minnesota,2020-11-03,153620
Mississippi,2020-11-03,120865
Missouri,2020-11-03,191223
Montana,2020-11-03,34252
Nebraska,2020-11-03,72620
Nevada,2020-11-03,102114
New Hampshire,2020-11-03,11320
New Jersey,2020-11-03,240997
New Mexico,2020-11-03,48104
New York,2020-11-03,511368
North Carolina,2020-11-03,278028
North Dakota,2020-11-03,46015
Northern Mariana Islands,2020-11-03,96
Ohio,2020-11-03,221909
Oklahoma,2020-11-03,125195
Oregon,2020-11-03,45978
Pennsylvania,2020-11-03,217243
Puerto Rico,2020-11-03,68172
Rhode Island,2020-11-03,34120
South Carolina,2020-11-03,178917
South Dakota,2020-11-03,47850
Tennessee,2020-11-03,264587
Texas,2020-11-03,952726
Utah,2020-11-03,117706
Vermont,2020-11-03,2219
Virgin Islands,2020-11-03,1376
Virginia,2020-11-03,183418
Washington,2020-11-03,109354
West Virginia,2020-11-03,25238
Wisconsin,2020-11-03,244927
Wyoming,2020-11-03,14167
Province_State,Last_Update,Confirmed
Alabama,2020-11-04,197504
Alaska,2020-11-04,17448
American Samoa,2020-11-04,0
Arizona,2020-11-04,249818
Arkansas,2020-11-04,114519
California,2020-11-04,945401
Colorado,2020-11-04,114709
Connecticut,2020-11-04,74843
Delaware,2020-11-04,25426
Diamond Princess,2020-11-04,49
District of Columbia,2020-11-04,17524
Florida,2020-11-04,816700
Georgia,2020-11-04,394526
Grand Princess,2020-11-04,103
Guam,2020-11-04,4812
Hawaii,2020-11-04,15318
Idaho,2020-11-04,67024
Illinois,2020-11-04,436265
Indiana,2020-11-04,188066
Iowa,2020-11-04,134326
Kansas,2020-11-04,93430
Kentucky,2020-11-04,111379
Louisiana,2020-11-04,184769
Maine,2020-11-04,6925
Maryland,2020-11-04,147766
Massachusetts,2020-11-04,161585
Michigan,2020-11-04,207763
Minnesota,2020-11-04,157096
Mississippi,2020-11-04,121509
Missouri,2020-11-04,193441
Montana,2020-11-04,35159
Nebraska,2020-11-04,74060
Nevada,2020-11-04,103025
New Hampshire,2020-11-04,11448
New Jersey,2020-11-04,242825
New Mexico,2020-11-04,49240
New York,2020-11-04,513689
North Carolina,2020-11-04,280377
North Dakota,2020-11-04,47187
Northern Mariana Islands,2020-11-04,96
Ohio,2020-11-04,226138
Oklahoma,2020-11-04,126526
Oregon,2020-11-04,46460
Pennsylvania,2020-11-04,220074
Puerto Rico,2020-11-04,68943
Rhode Island,2020-11-04,34543
South Carolina,2020-11-04,179952
South Dakota,2020-11-04,48854
Tennessee,2020-11-04,266357
Texas,2020-11-04,961514
Utah,2020-11-04,119375
Vermont,2020-11-04,2237
Virgin Islands,2020-11-04,1385
Virginia,2020-11-04,184679
Washington,2020-11-04,110011
West Virginia,2020-11-04,25596
Wisconsin,2020-11-04,251031
Wyoming,2020-11-04,14621
Province_State,Last_Update,Confirmed
Alabama,2020-11-05,198927
Alaska,2020-11-05,17860
American Samoa,2020-11-05,0
Arizona,2020-11-05,250633
Arkansas,2020-11-05,115812
California,2020-11-05,950920
Colorado,2020-11-05,117637
Connecticut,2020-11-05,75373
Delaware,2020-11-05,25534
Diamond Princess,2020-11-05,49
District of Columbia,2020-11-05,17601
Florida,2020-11-05,821123
Georgia,2020-11-05,397137
Grand Princess,2020-11-05,103
Guam,2020-11-05,4903
Hawaii,2020-11-05,15473
Idaho,2020-11-05,68314
Illinois,2020-11-05,443803
Indiana,2020-11-05,191764
Iowa,2020-11-05,137214
Kansas,2020-11-05,93929
Kentucky,2020-11-05,113009
Louisiana,2020-11-05,185144
Maine,2020-11-05,7071
Maryland,2020-11-05,148766
Massachusetts,2020-11-05,163299
Michigan,2020-11-05,212160
Minnesota,2020-11-05,160923
Mississippi,2020-11-05,122275
Missouri,2020-11-05,196253
Montana,2020-11-05,35955
Nebraska,2020-11-05,75888
Nevada,2020-11-05,104093
New Hampshire,2020-11-05,11563
New Jersey,2020-11-05,245257
New Mexico,2020-11-05,50251
New York,2020-11-05,515815
North Carolina,2020-11-05,282802
North Dakota,2020-11-05,48301
Northern Mariana Islands,2020-11-05,96
Ohio,2020-11-05,230209
Oklahoma,2020-11-05,127772
Oregon,2020-11-05,47049
Pennsylvania,2020-11-05,222883
Puerto Rico,2020-11-05,69020
Rhode Island,2020-11-05,35122
South Carolina,2020-11-05,180870
South Dakota,2020-11-05,49791
Tennessee,2020-11-05,269802
Texas,2020-11-05,971371
Utah,2020-11-05,121485
Vermont,2020-11-05,2267
Virgin Islands,2020-11-05,1388
Virginia,2020-11-05,185836
Washington,2020-11-05,111480
West Virginia,2020-11-05,25988
Wisconsin,2020-11-05,257287
Wyoming,2020-11-05,15044
Province_State,Last_Update,Confirmed
Alabama,2020-11-06,200528
Alaska,2020-11-06,18174
American Samoa,2020-11-06,0
Arizona,2020-11-06,252768
Arkansas,2020-11-06,117360
California,2020-11-06,956854
Colorado,2020-11-06,121006
Connecticut,2020-11-06,77060
Delaware,2020-11-06,25753
Diamond Princess,2020-11-06,49
District of Columbia,2020-11-06,17682
Florida,2020-11-06,827380
Georgia,2020-11-06,399625
Grand Princess,2020-11-06,103
Guam,2020-11-06,5004
Hawaii,2020-11-06,15572
Idaho,2020-11-06,69579
Illinois,2020-11-06,453738
Indiana,2020-11-06,196176
Iowa,2020-11-06,142491
Kansas,2020-11-06,98766
Kentucky,2020-11-06,115277
Louisiana,2020-11-06,185825
Maine,2020-11-06,7260
Maryland,2020-11-06,149964
Massachusetts,2020-11-06,165161
Michigan,2020-11-06,218263
Minnesota,2020-11-06,164865
Mississippi,2020-11-06,123887
Missouri,2020-11-06,200042
Montana,2020-11-06,36968
Nebraska,2020-11-06,78012
Nevada,2020-11-06,105360
New Hampshire,2020-11-06,11808
New Jersey,2020-11-06,247219
New Mexico,2020-11-06,51110
New York,2020-11-06,518812
North Carolina,2020-11-06,285661
North Dakota,2020-11-06,49837
Northern Mariana Islands,2020-11-06,98
Ohio,2020-11-06,235170
Oklahoma,2020-11-06,129873
Oregon,2020-11-06,47839
Pennsylvania,2020-11-06,225698
Puerto Rico,2020-11-06,69416
Rhode Island,2020-11-06,35750
South Carolina,2020-11-06,181639
South Dakota,2020-11-06,51151
Tennessee,2020-11-06,271771
Texas,2020-11-06,981315
Utah,2020-11-06,124292
Vermont,2020-11-06,2303
Virgin Islands,2020-11-06,1388
Virginia,2020-11-06,187202
Washington,2020-11-06,112550
West Virginia,2020-11-06,26547
Wisconsin,2020-11-06,263571
Wyoming,2020-11-06,15409
Province_State,Last_Update,Confirmed
Alabama,2020-11-07,202131
Alaska,2020-11-07,18699
American Samoa,2020-11-07,0
Arizona,2020-11-07,254764
Arkansas,2020-11-07,119230
California,2020-11-07,963211
Colorado,2020-11-07,124469
Connecticut,2020-11-07,78125
Delaware,2020-11-07,26035
Diamond Princess,2020-11-07,49
District of Columbia,2020-11-07,17792
Florida,2020-11-07,832625
Georgia,2020-11-07,402427
Grand Princess,2020-11-07,103
Guam,2020-11-07,5077
Hawaii,2020-11-07,15691
Idaho,2020-11-07,70909
Illinois,2020-11-07,465540
Indiana,2020-11-07,200823
Iowa,2020-11-07,145866
Kansas,2020-11-07,99552
Kentucky,2020-11-07,117505
Louisiana,2020-11-07,186695
Maine,2020-11-07,7444
Maryland,2020-11-07,151505
Massachusetts,2020-11-07,167274
Michigan,2020-11-07,222509
Minnesota,2020-11-07,170307
Mississippi,2020-11-07,124854
Missouri,2020-11-07,204404
Montana,2020-11-07,37947
Nebraska,2020-11-07,80693
Nevada,2020-11-07,106922
New Hampshire,2020-11-07,12012
New Jersey,2020-11-07,249380
New Mexico,2020-11-07,52394
New York,2020-11-07,522021
North Carolina,2020-11-07,288569
North Dakota,2020-11-07,51602
Northern Mariana Islands,2020-11-07,98
Ohio,2020-11-07,240178
Oklahoma,2020-11-07,131751
Oregon,2020-11-07,48608
Pennsylvania,2020-11-07,229346
Puerto Rico,2020-11-07,70519
Rhode Island,2020-11-07,36380
South Carolina,2020-11-07,182872
South Dakota,2020-11-07,52639
Tennessee,2020-11-07,273144
Texas,2020-11-07,989807
Utah,2020-11-07,127279
Vermont,2020-11-07,2326
Virgin Islands,2020-11-07,1390
Virginia,2020-11-07,188770
Washington,2020-11-07,114241
West Virginia,2020-11-07,27087
Wisconsin,2020-11-07,269982
Wyoming,2020-11-07,16405
Province_State,Last_Update,Confirmed
Alabama,2020-11-08,203518
Alaska,2020-11-08,19306
American Samoa,2020-11-08,0
Arizona,2020-11-08,257384
Arkansas,2020-11-08,120828
California,2020-11-08,969362
Colorado,2020-11-08,127967
Connecticut,2020-11-08,78125
Delaware,2020-11-08,26258
Diamond Princess,2020-11-08,49
District of Columbia,2020-11-08,17891
Florida,2020-11-08,837077
Georgia,2020-11-08,405037
Grand Princess,2020-11-08,103
Guam,2020-11-08,5077
Hawaii,2020-11-08,15819
Idaho,2020-11-08,72312
Illinois,2020-11-08,477978
Indiana,2020-11-08,205722
Iowa,2020-11-08,150254
Kansas,2020-11-08,99772
Kentucky,2020-11-08,119661
Louisiana,2020-11-08,186695
Maine,2020-11-08,7600
Maryland,2020-11-08,152915
Massachusetts,2020-11-08,169576
Michigan,2020-11-08,229073
Minnesota,2020-11-08,174954
Mississippi,2020-11-08,125885
Missouri,2020-11-08,208941
Montana,2020-11-08,38948
Nebraska,2020-11-08,82395
Nevada,2020-11-08,108746
New Hampshire,2020-11-08,12241
New Jersey,2020-11-08,252582
New Mexico,2020-11-08,53671
New York,2020-11-08,525608
North Carolina,2020-11-08,291245
North Dakota,2020-11-08,53204
Northern Mariana Islands,2020-11-08,98
Ohio,2020-11-08,245727
Oklahoma,2020-11-08,131751
Oregon,2020-11-08,49587
Pennsylvania,2020-11-08,232493
Puerto Rico,2020-11-08,71532
Rhode Island,2020-11-08,36380
South Carolina,2020-11-08,184742
South Dakota,2020-11-08,53976
Tennessee,2020-11-08,278215
Texas,2020-11-08,997559
Utah,2020-11-08,130235
Vermont,2020-11-08,2347
Virgin Islands,2020-11-08,1390
Virginia,2020-11-08,190873
Washington,2020-11-08,116011
West Virginia,2020-11-08,27609
Wisconsin,2020-11-08,277503
Wyoming,2020-11-08,16597
Province_State,Last_Update,Confirmed
Alabama,2020-11-09,204665
Alaska,2020-11-09,19826
American Samoa,2020-11-09,0
Arizona,2020-11-09,259264
Arkansas,2020-11-09,121866
California,2020-11-09,972713
Colorado,2020-11-09,130984
Connecticut,2020-11-09,78125
Delaware,2020-11-09,26603
Diamond Princess,2020-11-09,49
District of Columbia,2020-11-09,18001
Florida,2020-11-09,843897
Georgia,2020-11-09,406061
Grand Princess,2020-11-09,103
Guam,2020-11-09,5077
Hawaii,2020-11-09,15947
Idaho,2020-11-09,72961
Illinois,2020-11-09,487987
Indiana,2020-11-09,210374
Iowa,2020-11-09,154778
Kansas,2020-11-09,113658
Kentucky,2020-11-09,120838
Louisiana,2020-11-09,187961
Maine,2020-11-09,7693
Maryland,2020-11-09,153996
Massachusetts,2020-11-09,171399
Michigan,2020-11-09,229073
Minnesota,2020-11-09,180862
Mississippi,2020-11-09,126689
Missouri,2020-11-09,212869
Montana,2020-11-09,39679
Nebraska,2020-11-09,83969
Nevada,2020-11-09,110022
New Hampshire,2020-11-09,12488
New Jersey,2020-11-09,254595
New Mexico,2020-11-09,54881
New York,2020-11-09,529036
North Carolina,2020-11-09,293339
North Dakota,2020-11-09,54305
Northern Mariana Islands,2020-11-09,100
Ohio,2020-11-09,250268
Oklahoma,2020-11-09,136258
Oregon,2020-11-09,50448
Pennsylvania,2020-11-09,235014
Puerto Rico,2020-11-09,72166
Rhode Island,2020-11-09,36380
South Carolina,2020-11-09,185688
South Dakota,2020-11-09,55404
Tennessee,2020-11-09,281851
Texas,2020-11-09,1003602
Utah,2020-11-09,132621
Vermont,2020-11-09,2392
Virgin Islands,2020-11-09,1405
Virginia,2020-11-09,192175
Washington,2020-11-09,117331
West Virginia,2020-11-09,28404
Wisconsin,2020-11-09,281910
Wyoming,2020-11-09,17310
Province_State,Last_Update,Confirmed
Alabama,2020-11-10,206523
Alaska,2020-11-10,20300
American Samoa,2020-11-10,0
Arizona,2020-11-10,259699
Arkansas,2020-11-10,122811
California,2020-11-10,981297
Colorado,2020-11-10,134537
Connecticut,2020-11-10,81432
Delaware,2020-11-10,26908
Diamond Princess,2020-11-10,49
District of Columbia,2020-11-10,18087
Florida,2020-11-10,847821
Georgia,2020-11-10,407333
Grand Princess,2020-11-10,103
Guam,2020-11-10,5473
Hawaii,2020-11-10,16010
Idaho,2020-11-10,74227
Illinois,2020-11-10,498560
Indiana,2020-11-10,214509
Iowa,2020-11-10,159910
Kansas,2020-11-10,105232
Kentucky,2020-11-10,122567
Louisiana,2020-11-10,188352
Maine,2020-11-10,7888
Maryland,2020-11-10,155371
Massachusetts,2020-11-10,172727
Michigan,2020-11-10,238308
Minnesota,2020-11-10,184788
Mississippi,2020-11-10,127205
Missouri,2020-11-10,216144
Montana,2020-11-10,40053
Nebraska,2020-11-10,85551
Nevada,2020-11-10,110982
New Hampshire,2020-11-10,12699
New Jersey,2020-11-10,256653
New Mexico,2020-11-10,56289
New York,2020-11-10,532180
North Carolina,2020-11-10,294860
North Dakota,2020-11-10,55458
Northern Mariana Islands,2020-11-10,100
Ohio,2020-11-10,254974
Oklahoma,2020-11-10,138455
Oregon,2020-11-10,51155
Pennsylvania,2020-11-10,239724
Puerto Rico,2020-11-10,38581
Rhode Island,2020-11-10,38009
South Carolina,2020-11-10,186391
South Dakota,2020-11-10,56311
Tennessee,2020-11-10,287770
Texas,2020-11-10,1011433
Utah,2020-11-10,134868
Vermont,2020-11-10,2415
Virgin Islands,2020-11-10,1405
Virginia,2020-11-10,193477
Washington,2020-11-10,118570
West Virginia,2020-11-10,29225
Wisconsin,2020-11-10,286380
Wyoming,2020-11-10,18010
Province_State,Last_Update,Confirmed
Alabama,2020-11-11,206562
Alaska,2020-11-11,20832
American Samoa,2020-11-11,0
Arizona,2020-11-11,263133
Arkansas,2020-11-11,124235
California,2020-11-11,989432
Colorado,2020-11-11,138427
Connecticut,2020-11-11,82953
Delaware,2020-11-11,27112
